FinalRecordNumber,Time_Hour,Time_Minute,Time_Second,,,,,Latitude_DMM,Longitude_DMM,Altitude_Meters,Pressure_Pascal,Temperature_C,,,,,
4274,16,31,40,10,-3,3,0,4031.54,8324.3,348.29,97207,10.33,1.49,-9.88,-2.11,425,326.8
4275,16,31,43,10,-3,3,0,4031.54,8324.3,348.8,97214,10.34,1.45,-9.88,-2.3,425,326.96
4276,16,31,44,10,-3,3,0,4031.54,8324.3,348.11,97216,10.36,1.45,-9.88,-2.11,425,326.96
4277,16,31,47,10,-3,3,0,4031.54,8324.3,347.86,97211,10.39,1.45,-9.88,-2.15,425,326.96
4278,16,31,48,10,-3,3,0,4031.54,8324.3,348.37,97207,10.41,1.45,-9.88,-2.7,425,326.8
4279,16,31,52,10,-3,3,0,4031.54,8324.3,348.3,97201,10.42,1.49,-9.92,-2.11,425,326.96
4280,16,31,54,10,-3,2,0,4031.54,8324.3,348.55,97209,10.43,1.52,-9.88,-2.7,424,326.8
4281,16,31,56,10,-3,3,0,4031.54,8324.3,348.55,97212,10.46,1.45,-9.92,-2.11,424,326.8
4282,16,31,58,10,-3,3,0,4031.54,8324.3,348.8,97215,10.49,1.45,-9.88,-2.15,423,324.32
4283,16,32,0,10,-3,3,0,4031.54,8324.3,348.29,97212,10.5,1.45,-9.92,-2.11,424,326.8
4284,16,32,3,10,-3,3,0,4031.54,8324.3,349.6,97209,10.48,1.56,-9.84,-2.11,424,326.8
4285,16,32,4,10,-3,3,0,4031.54,8324.3,348.37,97208,10.44,1.41,-9.92,-2.3,424,326.8
4286,16,32,7,10,-3,3,0,4031.54,8324.3,348.8,97210,10.46,1.49,-9.84,-2.11,424,326.8
4287,16,32,8,10,-3,3,0,4031.54,8324.3,348.63,97210,10.49,1.33,-10.8,-2.11,426,327.83
4288,16,32,12,10,-3,2,0,4031.54,8324.3,348.72,97211,10.52,1.45,-9.92,-2.3,423,325.2
4289,16,32,14,10,-3,3,0,4031.54,8324.3,348.63,97212,10.49,1.49,-9.88,-2.7,424,326.8
4290,16,32,16,10,-3,3,0,4031.54,8324.3,348.29,97213,10.48,1.45,-9.92,-2.15,424,326.8
4291,16,32,18,10,-3,3,0,4031.54,8324.3,348.55,97208,10.49,1.52,-9.92,-2.19,424,326.8
4292,16,32,20,10,-3,2,0,4031.54,8324.3,348.63,97212,10.48,1.49,-9.84,-2.11,425,326.96
4293,16,32,23,10,-3,3,0,4031.54,8324.3,348.63,97199,10.48,1.37,-9.92,-2.15,425,326.96
4294,16,32,24,10,-3,3,0,4031.54,8324.3,347.86,97210,10.48,1.49,-9.84,-2.11,424,326.8
4295,16,32,27,10,-3,3,0,4031.54,8324.3,347.94,97211,10.46,1.45,-9.92,-2.19,422,324.32
4296,16,32,30,10,-3,3,0,4031.54,8324.3,348.72,97216,10.46,1.45,-9.92,-2.11,424,325.2
4297,16,32,32,10,-3,3,0,4031.54,8324.3,348.29,97211,10.46,1.49,-9.88,-2.7,424,326.8
4298,16,32,34,10,-3,3,0,4031.54,8324.3,348.8,97209,10.46,1.49,-9.92,-2.15,424,326.8
4299,16,32,36,10,-3,3,0,4031.54,8324.3,349.32,97203,10.46,1.45,-9.92,-2.3,424,326.8
4300,16,32,38,10,-3,2,0,4031.54,8324.3,348.46,97210,10.46,1.33,-10.4,-2.3,427,327.83
4301,16,32,40,10,-3,2,0,4031.54,8324.3,348.46,97207,10.48,1.52,-9.88,-2.11,423,325.2
4302,16,32,43,10,-3,2,0,4031.54,8324.3,349.32,97205,10.49,1.49,-9.88,-2.11,424,326.8
4303,16,32,44,10,-3,3,0,4031.54,8324.3,348.98,97208,10.49,1.49,-9.84,-2.11,423,324.32
4304,16,32,47,10,-3,2,0,4031.54,8324.3,349.15,97208,10.48,1.33,-10.8,-1.8,424,326.8
4305,16,32,50,10,-3,3,0,4031.54,8324.3,348.8,97204,10.49,1.45,-9.92,-2.15,423,325.2
4306,16,32,52,10,-3,3,0,4031.54,8324.3,348.63,97209,10.48,1.56,-9.88,-2.11,424,326.8
4307,16,32,54,10,-3,3,0,4031.54,8324.3,348.11,97206,10.51,1.45,-9.92,-2.11,424,326.8
4308,16,32,56,10,-3,3,1,4031.54,8324.3,348.55,97210,10.46,1.45,-9.92,-2.11,421,323.44
4309,16,32,59,10,-3,3,0,4031.54,8324.3,348.89,97212,10.48,1.49,-9.84,-2.11,423,325.2
4310,16,33,0,10,-3,2,0,4031.54,8324.3,348.29,97207,10.46,1.41,-9.92,-2.7,423,325.2
4311,16,33,3,10,-3,3,0,4031.54,8324.3,348.46,97208,10.49,1.49,-9.88,-2.15,424,326.8
4312,16,33,4,10,-3,3,0,4031.54,8324.3,348.72,97217,10.49,1.41,-9.88,-2.11,424,326.8
4313,16,33,8,10,-3,3,0,4031.54,8324.3,348.72,97207,10.48,1.41,-9.92,-2.11,424,326.8
4314,16,33,10,10,-3,3,1,4031.54,8324.3,348.2,97213,10.49,1.49,-9.88,-2.15,424,326.8
4315,16,33,12,10,-3,3,0,4031.54,8324.3,348.55,97215,10.52,1.49,-9.92,-2.7,424,326.8
4316,16,33,14,10,-3,2,0,4031.54,8324.3,348.37,97217,10.52,1.52,-9.88,-2.7,424,326.8
4317,16,33,16,10,-3,3,0,4031.54,8324.3,349.6,97213,10.54,1.49,-9.88,-2.15,424,326.8
4318,16,33,19,10,-3,3,0,4031.54,8324.3,348.29,97214,10.56,1.52,-9.88,-2.11,424,326.8
4319,16,33,20,10,-3,3,1,4031.54,8324.3,348.2,97209,10.55,1.33,-9.92,-2.3,424,326.8
4320,16,33,23,10,-3,3,0,4031.54,8324.3,348.11,97211,10.54,1.49,-9.88,-2.19,424,326.8
4321,16,33,24,11,-3,3,0,4031.54,8324.3,348.63,97210,10.55,1.49,-9.92,-2.19,424,326.8
4322,16,33,28,11,-3,3,0,4031.54,8324.3,348.55,97213,10.58,1.45,-9.92,-2.11,424,326.8
4323,16,33,30,11,-3,3,0,4031.54,8324.3,347.94,97211,10.61,1.45,-9.88,-2.11,424,326.8
4324,16,33,32,11,-3,3,0,4031.54,8324.3,349.6,97210,10.63,1.45,-9.92,-2.11,422,324.32
4325,16,33,34,11,-3,2,0,4031.54,8324.3,348.29,97214,10.61,1.45,-9.88,-2.15,421,322.56
4326,16,33,36,11,-3,3,0,4031.54,8324.3,348.8,97210,10.61,1.49,-9.88,-2.7,422,324.32
4327,16,33,39,11,-3,3,0,4031.54,8324.3,348.2,97213,10.63,1.45,-9.92,-2.11,423,325.2
4328,16,33,40,11,-3,3,0,4031.54,8324.3,348.46,97207,10.63,1.49,-9.84,-2.11,423,325.2
4329,16,33,43,11,-3,3,0,4031.54,8324.3,348.8,97207,10.61,1.56,-9.92,-2.15,423,325.2
4330,16,33,46,11,-3,3,0,4031.54,8324.3,348.72,97207,10.64,1.41,-9.88,-2.7,424,326.8
4331,16,33,48,11,-3,3,0,4031.54,8324.3,348.37,97210,10.64,1.45,-9.92,-2.11,424,326.8
4332,16,33,50,11,-3,2,0,4031.54,8324.3,348.98,97206,10.69,1.49,-9.92,-2.15,424,326.8
4333,16,33,52,11,-3,3,0,4031.54,8324.3,348.8,97205,10.71,1.49,-9.88,-2.11,424,326.8
4334,16,33,55,11,-3,3,0,4031.54,8324.3,348.46,97206,10.73,1.49,-9.96,-2.19,424,326.8
4335,16,33,56,11,-3,3,0,4031.54,8324.3,347.94,97210,10.71,1.52,-9.88,-2.11,424,326.8
4336,16,33,59,11,-3,3,0,4031.54,8324.3,348.72,97212,10.69,1.52,-9.92,-2.7,424,326.8
4337,16,34,0,11,-3,3,0,4031.54,8324.3,348.89,97204,10.71,1.49,-9.92,-2.11,423,326.8
4338,16,34,3,11,-3,3,0,4031.54,8324.3,348.55,97209,10.74,1.49,-9.92,-2.7,424,326.8
4339,16,34,6,11,-3,3,0,4031.54,8324.3,348.37,97206,10.75,1.52,-9.84,-2.11,424,326.8
4340,16,34,8,11,-3,2,0,4031.54,8324.3,348.8,97205,10.76,1.49,-9.96,-2.3,424,326.8
4341,16,34,10,11,-3,3,0,4031.54,8324.3,348.37,97210,10.78,1.52,-9.88,-2.11,424,326.8
4342,16,34,12,11,-3,2,0,4031.54,8324.3,348.89,97206,10.8,1.45,-9.88,-2.15,421,323.44
4343,16,34,15,11,-3,3,0,4031.54,8324.3,348.72,97209,10.81,1.49,-9.84,-2.7,423,325.2
4344,16,34,16,11,-3,3,0,4031.54,8324.3,349.6,97204,10.82,1.41,-9.92,-2.7,423,325.2
4345,16,34,19,11,-3,3,0,4031.54,8324.3,349.15,97212,10.85,1.45,-9.88,-2.15,423,326.8
4346,16,34,20,11,-3,2,0,4031.54,8324.3,348.89,97206,10.85,1.45,-9.92,-2.3,423,326.8
4347,16,34,24,11,-3,2,0,4031.54,8324.3,348.37,97208,10.86,1.49,-9.92,-2.7,424,326.8
4348,16,34,26,11,-3,2,0,4031.54,8324.3,348.46,97205,10.85,1.56,-9.84,-2.7,424,326.8
4349,16,34,28,11,-3,3,0,4031.54,8324.3,348.55,97216,10.86,1.45,-9.92,-2.11,424,326.8
4350,16,34,30,11,-3,2,0,4031.54,8324.3,348.72,97208,10.89,1.49,-9.92,-2.11,422,324.32
4351,16,34,32,11,-3,2,0,4031.54,8324.3,349.23,97205,10.92,1.56,-9.84,-2.11,422,324.32
4352,16,34,35,11,-3,3,0,4031.54,8324.3,349.6,97205,10.92,1.45,-9.84,-2.11,423,325.2
4353,16,34,36,11,-3,3,0,4031.54,8324.3,349.41,97204,10.92,1.56,-9.88,-2.11,423,325.2
4354,16,34,39,11,-3,3,0,4031.54,8324.3,349.15,97211,10.94,1.52,-9.84,-2.11,423,326.8
4355,16,34,42,11,-3,3,0,4031.54,8324.3,348.72,97206,10.93,1.41,-9.92,-2.11,424,326.8
4356,16,34,44,11,-3,2,0,4031.54,8324.3,348.98,97204,10.92,1.52,-9.88,-2.15,424,326.8
4357,16,34,46,11,-3,3,0,4031.54,8324.3,348.8,97215,10.89,1.52,-9.92,-2.11,424,326.8
4358,16,34,48,11,-3,3,0,4031.54,8324.3,348.37,97212,10.89,1.41,-9.88,-2.11,424,326.8
4359,16,34,50,11,-3,3,0,4031.54,8324.3,348.89,97212,10.85,1.41,-9.92,-2.11,422,324.32
4360,16,34,52,11,-3,3,0,4031.54,8324.3,348.46,97210,10.86,1.49,-9.96,-2.11,423,325.2
4361,16,34,55,11,-3,2,0,4031.54,8324.3,349.41,97214,10.88,1.45,-9.92,-2.19,423,325.2
4362,16,34,56,11,-3,3,0,4031.54,8324.3,348.2,97214,10.86,1.52,-9.88,-2.15,421,322.56
4363,16,34,59,11,-3,3,0,4031.54,8324.3,348.46,97211,10.86,1.45,-9.88,-2.15,420,321.68
4364,16,35,2,11,-3,2,0,4031.54,8324.3,348.89,97210,10.86,1.52,-9.88,-2.7,422,324.32
4365,16,35,4,11,-3,3,0,4031.54,8324.3,348.29,97211,10.86,1.49,-9.88,-2.11,423,325.2
4366,16,35,6,11,-3,3,0,4031.54,8324.3,348.72,97210,10.85,1.45,-9.96,-2.7,423,325.2
4367,16,35,8,11,-3,2,0,4031.54,8324.3,348.29,97212,10.86,1.45,-9.88,-2.7,422,324.32
4368,16,35,11,11,-3,3,0,4031.54,8324.3,348.72,97209,10.88,1.45,-9.96,-2.15,423,325.2
4369,16,35,12,11,-3,3,0,4031.54,8324.3,349.84,97198,10.83,1.45,-9.88,-2.23,423,325.2
4370,16,35,15,11,-3,2,0,4031.54,8324.3,349.23,97201,10.8,1.45,-9.88,-2.19,423,325.2
4371,16,35,16,11,-3,3,0,4031.54,8324.3,348.89,97206,10.76,1.45,-9.92,-2.11,423,325.2
4372,16,35,20,11,-3,3,0,4031.54,8324.3,348.89,97201,10.8,1.45,-9.88,-2.11,424,326.8
4373,16,35,22,11,-3,3,0,4031.54,8324.3,348.8,97203,10.78,1.52,-9.88,-2.19,423,326.8
4374,16,35,24,11,-3,3,0,4031.54,8324.3,348.11,97209,10.75,1.49,-9.96,-2.11,423,325.2
4375,16,35,26,11,-3,3,0,4031.54,8324.3,348.72,97203,10.73,1.45,-9.92,-2.11,420,322.56
4376,16,35,28,11,-3,3,0,4031.54,8324.3,349.67,97201,10.73,1.49,-9.92,-2.11,419,321.68
4377,16,35,31,11,-3,3,0,4031.54,8324.3,348.89,97204,10.75,1.52,-9.96,-2.7,422,324.32
4378,16,35,32,11,-3,3,0,4031.54,8324.3,349.32,97200,10.73,1.6,-9.88,-2.11,422,325.2
4379,16,35,35,11,-3,3,0,4031.54,8324.3,348.89,97208,10.73,1.52,-9.88,-2.11,422,325.2
4380,16,35,36,11,-3,3,0,4031.54,8324.3,348.98,97200,10.73,1.45,-9.92,-2.19,423,325.2
4381,16,35,40,11,-3,3,0,4031.54,8324.3,349.75,97204,10.76,1.41,-9.96,-2.7,423,326.8
4382,16,35,42,11,-3,3,0,4031.54,8324.3,349.23,97208,10.73,1.49,-9.92,-2.15,423,326.8
4383,16,35,44,11,-3,2,0,4031.54,8324.3,348.8,97206,10.76,1.49,-9.92,-2.19,423,326.8
4384,16,35,46,11,-3,3,0,4031.54,8324.3,348.55,97209,10.77,1.49,-9.92,-2.11,423,325.2
4385,16,35,48,11,-3,3,0,4031.54,8324.3,348.72,97216,10.76,1.49,-9.88,-2.7,423,326.8
4386,16,35,51,11,-3,2,0,4031.54,8324.3,349.6,97204,10.77,1.45,-9.96,-2.11,423,326.8
4387,16,35,52,11,-3,3,0,4031.54,8324.3,349.23,97209,10.76,1.37,-9.92,-2.11,423,325.2
4388,16,35,55,11,-3,3,0,4031.54,8324.3,349.92,97203,10.79,1.45,-9.92,-2.11,423,325.2
4389,16,35,58,11,-3,3,0,4031.54,8324.3,349.15,97204,10.78,1.37,-9.92,-2.15,423,326.8
4390,16,36,0,11,-3,3,0,4031.54,8324.3,349.6,97202,10.74,1.52,-9.88,-2.11,423,325.2
4391,16,36,2,11,-3,3,0,4031.54,8324.3,349.23,97206,10.73,1.49,-9.92,-2.15,423,326.8
4392,16,36,4,11,-3,3,0,4031.54,8324.3,348.98,97211,10.74,1.37,-9.92,-2.11,422,324.32
4393,16,36,6,11,-3,3,0,4031.54,8324.3,348.8,97203,10.73,1.33,-10.4,-2.11,424,326.8
4394,16,36,8,11,-3,3,0,4031.54,8324.3,348.72,97199,10.73,1.45,-9.92,-2.11,421,324.32
4395,16,36,11,11,-3,2,0,4031.54,8324.3,349.41,97192,10.73,1.49,-9.92,-2.11,422,324.32
4396,16,36,12,11,-3,3,0,4031.54,8324.3,348.63,97201,10.73,1.41,-9.92,-2.15,420,322.56
4397,16,36,15,11,-3,2,0,4031.54,8324.3,349.32,97201,10.71,1.37,-9.92,-2.15,420,322.56
4398,16,36,18,11,-3,2,0,4031.54,8324.3,349.41,97205,10.71,1.49,-9.92,-2.15,422,324.32
4399,16,36,20,11,-3,3,0,4031.54,8324.3,349.92,97198,10.71,1.45,-9.88,-2.15,422,325.2
4400,16,36,22,11,-3,3,0,4031.54,8324.3,348.8,97206,10.73,1.49,-9.92,-2.15,420,321.68
4401,16,36,24,11,-3,3,0,4031.54,8324.3,348.72,97208,10.74,1.52,-9.88,-2.19,418,320.8
4402,16,36,27,11,-3,3,0,4031.54,8324.3,349.15,97202,10.75,1.45,-9.92,-2.15,421,323.44
4403,16,36,28,11,-3,2,0,4031.54,8324.3,349.15,97201,10.73,1.33,-10,-2.15,422,324.32
4404,16,36,31,11,-3,3,0,4031.54,8324.3,348.98,97207,10.73,1.49,-9.88,-2.19,422,324.32
4405,16,36,32,11,-3,3,0,4031.54,8324.3,349.15,97201,10.73,1.45,-9.88,-2.11,422,325.2
4406,16,36,36,11,-3,3,0,4031.54,8324.3,349.6,97206,10.73,1.41,-9.92,-2.7,423,326.8
4407,16,36,38,11,-3,3,0,4031.54,8324.3,349.23,97199,10.71,1.52,-9.92,-2.7,423,325.2
4408,16,36,40,11,-3,3,0,4031.54,8324.3,349.6,97199,10.73,1.45,-9.88,-2.15,423,325.2
4409,16,36,42,11,-3,3,0,4031.54,8324.3,349.15,97207,10.71,1.41,-9.92,-2.11,422,325.2
4410,16,36,44,11,-3,2,1,4031.54,8324.3,349.6,97204,10.71,1.29,-9.96,-2.19,423,325.2
4411,16,36,47,11,-3,3,0,4031.54,8324.3,349.75,97199,10.69,1.41,-9.96,-2.11,423,325.2
4412,16,36,48,11,-3,3,0,4031.54,8324.3,349.23,97203,10.71,1.45,-9.92,-2.15,422,325.2
4413,16,36,51,11,-3,3,0,4031.54,8324.3,350.1,97200,10.73,1.45,-9.92,-2.15,423,325.2
4414,16,36,52,11,-3,3,0,4031.54,8324.3,349.15,97204,10.74,1.21,-10,-2.3,425,327.83
4415,16,36,56,11,-3,3,0,4031.54,8324.3,349.49,97198,10.76,1.45,-9.92,-2.7,422,324.32
4416,16,36,58,11,-3,2,0,4031.54,8324.3,349.58,97199,10.8,1.49,-9.88,-2.15,422,325.2
4417,16,37,0,11,-3,2,0,4031.54,8324.3,348.89,97203,10.85,1.49,-9.88,-2.7,423,325.2
4418,16,37,2,11,-3,2,0,4031.54,8324.3,349.15,97197,10.89,1.41,-9.92,-2.11,421,323.44
4419,16,37,4,11,-3,3,0,4031.54,8324.3,349.6,97200,10.92,1.49,-9.92,-2.15,422,324.32
4420,16,37,7,11,-3,3,0,4031.54,8324.3,350.35,97198,10.91,1.49,-9.92,-2.7,422,325.2
4421,16,37,8,11,-3,3,0,4031.54,8324.3,350.1,97192,10.94,1.52,-9.92,-2.15,420,322.56
4422,16,37,11,11,-3,3,0,4031.54,8324.3,349.23,97195,10.98,1.45,-9.96,-2.11,419,322.56
4423,16,37,14,11,-3,3,0,4031.54,8324.3,348.63,97199,11.4,1.49,-9.88,-2.15,421,324.32
4424,16,37,16,11,-3,3,0,4031.54,8324.3,350.1,97194,11.5,1.45,-9.84,-2.7,422,324.32
4425,16,37,18,11,-3,3,0,4031.54,8324.3,349.49,97202,11.7,1.45,-9.88,-2.11,422,325.2
4426,16,37,20,11,-3,3,0,4031.54,8324.3,350.53,97189,11.1,1.45,-9.84,-2.11,422,324.32
4427,16,37,23,11,-3,3,0,4031.54,8324.3,350.18,97186,11.11,1.45,-9.92,-2.7,422,325.2
4428,16,37,24,11,-3,2,0,4031.54,8324.3,350.1,97198,11.17,1.45,-9.88,-2.15,422,325.2
4429,16,37,27,11,-3,2,0,4031.54,8324.3,350.1,97190,11.21,1.45,-9.92,-2.7,422,325.2
4430,16,37,28,11,-3,2,0,4031.54,8324.3,350.27,97196,11.25,1.52,-9.92,-2.11,422,325.2
4431,16,37,32,11,-3,3,0,4031.54,8324.3,350.87,97187,11.3,1.45,-9.92,-2.11,423,326.8
4432,16,37,34,11,-3,2,0,4031.54,8324.3,349.58,97198,11.32,1.49,-9.88,-2.15,423,325.2
4433,16,37,36,11,-3,3,0,4031.54,8324.3,350.44,97191,11.36,1.49,-9.88,-2.11,423,326.8
4434,16,37,38,11,-3,2,0,4031.54,8324.3,350.18,97198,11.38,1.45,-9.88,-2.15,423,325.2
4435,16,37,40,11,-3,3,0,4031.54,8324.3,349.84,97188,11.4,1.45,-9.88,-2.7,422,324.32
4436,16,37,43,11,-3,3,0,4031.54,8324.3,350.27,97190,11.45,1.45,-9.84,-2.7,423,325.2
4437,16,37,44,11,-3,2,0,4031.54,8324.3,350.1,97191,11.46,1.49,-9.92,-2.15,423,325.2
4438,16,37,47,11,-3,2,0,4031.54,8324.3,349.75,97188,11.46,1.49,-9.92,-2.11,423,325.2
4439,16,37,48,11,-3,3,0,4031.54,8324.3,349.41,97196,11.48,1.49,-9.88,-2.15,422,324.32
4440,16,37,52,11,-3,3,0,4031.54,8324.3,350.35,97195,11.51,1.41,-9.88,-2.15,422,325.2
4441,16,37,54,11,-3,2,0,4031.54,8324.3,350.27,97183,11.53,1.49,-9.88,-2.11,422,325.2
4442,16,37,56,11,-3,3,0,4031.54,8324.3,350.7,97182,11.53,1.49,-9.92,-2.11,422,325.2
4443,16,37,58,11,-3,2,0,4031.54,8324.3,350.61,97190,11.6,1.45,-9.92,-2.11,421,323.44
4444,16,38,3,11,-3,2,0,4031.54,8324.3,350.27,97192,11.65,1.49,-9.88,-2.19,422,325.2
4445,16,38,4,11,-3,2,0,4031.54,8324.3,350.1,97193,11.68,1.41,-9.92,-2.11,422,325.2
4446,16,38,7,11,-3,3,0,4031.54,8324.3,350.7,97179,11.72,1.45,-9.92,-2.19,419,321.68
4447,16,38,10,11,-3,2,0,4031.54,8324.3,350.35,97181,11.75,1.41,-10,-2.15,421,324.32
4448,16,38,12,11,-3,2,0,4031.54,8324.3,350.1,97194,11.78,1.52,-9.92,-2.15,422,324.32
4449,16,38,14,11,-3,3,0,4031.54,8324.3,350.44,97190,11.8,1.49,-9.84,-2.11,422,325.2
4450,16,38,16,11,-3,2,0,4031.54,8324.3,349.92,97188,11.79,1.45,-9.96,-2.15,422,325.2
4451,16,38,19,11,-3,2,0,4031.54,8324.3,350.27,97190,11.79,1.49,-9.88,-2.7,423,325.2
4452,16,38,20,11,-3,3,0,4031.54,8324.3,350.27,97186,11.83,1.49,-9.92,-2.11,422,325.2
4453,16,38,23,11,-3,3,0,4031.54,8324.3,350.27,97189,11.83,1.49,-9.92,-2.11,422,325.2
4454,16,38,24,11,-3,2,0,4031.54,8324.3,350.7,97187,11.85,1.49,-9.92,-2.15,420,323.44
4455,16,38,27,11,-3,2,0,4031.54,8324.3,350.44,97187,11.85,1.49,-9.88,-2.15,421,323.44
4456,16,38,30,11,-3,3,0,4031.54,8324.3,349.41,97187,11.89,1.49,-9.92,-2.15,422,325.2
4457,16,38,32,11,-3,3,0,4031.54,8324.3,350.7,97188,11.88,1.45,-9.88,-2.11,422,325.2
4458,16,38,34,11,-3,2,0,4031.54,8324.3,349.84,97193,11.88,1.52,-9.88,-2.19,422,325.2
4459,16,38,36,11,-3,2,0,4031.54,8324.3,349.67,97185,11.85,1.41,-9.92,-2.19,422,324.32
4460,16,38,39,11,-3,2,0,4031.54,8324.3,350.1,97189,11.79,1.49,-9.88,-2.11,422,325.2
4461,16,38,40,11,-3,2,0,4031.54,8324.3,349.75,97194,11.78,1.52,-9.88,-2.15,422,325.2
4462,16,38,43,11,-3,3,0,4031.54,8324.3,350.7,97194,11.76,1.45,-9.88,-2.11,422,325.2
4463,16,38,44,11,-3,3,0,4031.54,8324.3,350.1,97190,11.82,1.41,-9.92,-2.15,422,324.32
4464,16,38,48,11,-3,3,0,4031.54,8324.3,350.1,97186,11.76,1.45,-9.96,-2.7,422,325.2
4465,16,38,50,11,-3,3,0,4031.54,8324.3,350.18,97195,11.76,1.49,-9.88,-2.11,422,325.2
4466,16,38,52,11,-3,3,0,4031.54,8324.3,350.7,97184,11.75,1.45,-9.92,-2.7,422,325.2
4467,16,38,54,11,-3,2,0,4031.54,8324.3,350.44,97193,11.69,1.49,-9.96,-2,422,324.32
4468,16,38,56,11,-3,3,0,4031.54,8324.3,351.4,97183,11.68,1.52,-9.88,-2.11,422,325.2
4469,16,38,59,11,-3,3,0,4031.54,8324.3,350.1,97187,11.64,1.52,-9.88,-2.19,422,325.2
4470,16,39,0,11,-3,2,0,4031.54,8324.3,350.44,97185,11.61,1.49,-9.88,-2.15,422,325.2
4471,16,39,3,11,-3,2,0,4031.54,8324.3,350.96,97190,11.58,1.41,-9.92,-2.7,422,325.2
4472,16,39,4,11,-3,2,0,4031.54,8324.3,350.27,97183,11.6,1.49,-9.92,-2.11,422,324.32
4473,16,39,8,11,-3,2,0,4031.54,8324.3,350.7,97185,11.65,1.45,-9.88,-2.11,422,325.2
4474,16,39,10,11,-3,2,0,4031.54,8324.3,350.18,97183,11.68,1.45,-9.92,-2.15,422,325.2
4475,16,39,12,11,-3,3,0,4031.54,8324.3,350.35,97188,11.69,1.49,-9.92,-2.11,420,322.56
4476,16,39,14,11,-3,2,0,4031.54,8324.3,351.13,97179,11.69,1.49,-9.88,-2.15,418,320.8
4477,16,39,16,11,-3,2,0,4031.54,8324.3,351.4,97180,11.78,1.52,-9.88,-2.15,420,323.44
4478,16,39,19,11,-3,3,0,4031.54,8324.3,351.47,97170,11.85,1.45,-9.96,-2.15,421,324.32
4479,16,39,20,11,-3,2,0,4031.54,8324.3,351.4,97183,11.88,1.49,-9.96,-2.11,421,324.32
4480,16,39,23,11,-3,3,0,4031.54,8324.3,350.18,97182,11.91,1.49,-9.88,-2.15,421,324.32
4481,16,39,26,11,-3,2,0,4031.54,8324.3,350.61,97184,11.93,1.52,-9.92,-2.15,422,325.2
4482,16,39,28,11,-3,3,0,4031.54,8324.3,351.13,97183,11.93,1.37,-9.92,-2.15,422,325.2
4483,16,39,30,11,-3,2,0,4031.54,8324.3,350.87,97182,11.98,1.49,-9.96,-2.19,422,325.2
4484,16,39,32,11,-3,2,0,4031.54,8324.3,351.13,97184,12,1.49,-9.92,-2.11,422,325.2
4485,16,39,34,11,-3,2,0,4031.54,8324.3,351.56,97177,12.2,1.45,-10.8,-2.7,423,326.8
4486,16,39,36,11,-3,3,0,4031.54,8324.3,351.13,97171,12.2,1.45,-9.92,-2.15,421,324.32
4487,16,39,39,11,-3,3,0,4031.54,8324.3,351.39,97180,12.6,1.49,-9.88,-2.11,421,324.32
4488,16,39,40,11,-3,3,0,4031.54,8324.3,350.96,97179,12.1,1.49,-9.92,-2.15,421,324.32
4489,16,39,43,11,-3,2,0,4031.54,8324.3,350.7,97181,12.16,1.45,-9.88,-2.15,421,324.32
4490,16,39,48,11,-3,3,0,4031.54,8324.3,351.3,97188,12.21,1.49,-9.92,-2.15,421,324.32
4491,16,39,50,11,-3,2,0,4031.54,8324.3,350.18,97189,12.24,1.41,-9.92,-2.19,422,324.32
4492,16,39,52,11,-3,2,0,4031.54,8324.3,350.7,97180,12.27,1.45,-9.88,-2.19,421,323.44
4493,16,39,55,11,-3,3,0,4031.54,8324.3,350.7,97188,12.27,1.45,-9.92,-2.11,421,324.32
4494,16,39,56,11,-3,2,0,4031.54,8324.3,350.7,97178,12.24,1.45,-9.96,-2.15,421,324.32
4495,16,39,59,11,-3,2,0,4031.54,8324.3,350.7,97185,12.21,1.45,-9.92,-2.3,421,324.32
4496,16,40,0,11,-3,2,0,4031.54,8324.3,351.3,97185,12.26,1.49,-9.96,-2.11,421,324.32
4497,16,40,4,11,-3,2,0,4031.54,8324.3,350.44,97183,12.23,1.49,-9.92,-2.7,422,325.2
4498,16,40,6,11,-3,2,0,4031.54,8324.3,350.61,97185,12.23,1.41,-10,-2.7,422,325.2
4499,16,40,8,11,-3,3,0,4031.54,8324.3,350.61,97192,12.23,1.49,-9.88,-2.11,422,325.2
4500,16,40,10,11,-3,2,0,4031.54,8324.3,350.78,97183,12.23,1.49,-9.92,-2.15,421,324.32
4501,16,40,12,11,-3,2,0,4031.54,8324.3,350.87,97182,12.28,1.37,-10.4,-1.8,424,326.96
4502,16,40,15,11,-3,3,0,4031.54,8324.3,350.7,97179,12.28,1.49,-9.92,-2.11,420,323.44
4503,16,40,16,11,-3,3,0,4031.54,8324.3,350.87,97187,12.3,1.49,-9.92,-2.19,421,324.32
4504,16,40,19,11,-3,3,0,4031.54,8324.3,350.53,97178,12.26,1.41,-9.88,-2.15,419,322.56
4505,16,40,20,11,-3,3,0,4031.54,8324.3,350.78,97179,12.25,1.33,-10.8,-2.3,422,325.2
4506,16,40,24,11,-3,3,0,4031.54,8324.3,350.7,97181,12.24,1.37,-9.88,-2.19,421,323.44
4507,16,40,28,11,-3,3,0,4031.54,8324.3,350.44,97185,12.19,1.49,-9.92,-2.15,421,324.32
4508,16,40,30,11,-3,2,0,4031.54,8324.3,350.7,97187,12.19,1.49,-9.92,-2.11,421,324.32
4509,16,40,32,11,-3,2,0,4031.54,8324.3,350.7,97180,12.21,1.45,-9.88,-2.15,422,325.2
